timestamp,symbol,price,quantity
2025-07-13T13:54:27.886712,BAJEL,1223.68,94
2025-07-13T13:54:27.949697,ARVINDFASN,1996.39,83
2025-07-13T13:54:28.012133,ANURAS,1154.12,55
2025-07-13T13:54:28.074150,ALPHAGEO,1628.39,92
2025-07-13T13:54:28.137179,ACE,1093.51,36
2025-07-13T13:54:28.200334,BHANDARI,1602.45,15
2025-07-13T13:54:28.264082,CGCL,1663.87,76
2025-07-13T13:54:28.326660,AXITA,1790.22,5
2025-07-13T13:54:28.388951,AKZOINDIA,1085.61,78
2025-07-13T13:54:28.452506,COMPUSOFT,1528.6,13
2025-07-13T13:54:28.513599,AVADHSUGAR,1712.93,25
2025-07-13T13:54:28.575308,COFFEEDAY,1024.62,43
2025-07-13T13:54:28.637881,CHEMFAB,1787.0,20
2025-07-13T13:54:28.699533,DICIND,1279.33,28
2025-07-13T13:54:28.760985,COHANCE,1464.39,75
2025-07-13T13:54:28.822268,AWL,1413.9,40
2025-07-13T13:54:28.883541,ADANIENT,1278.9,93
2025-07-13T13:54:28.945073,ASIANPAINT,1624.25,45
2025-07-13T13:54:29.006590,BRITANNIA,1169.98,32
2025-07-13T13:54:29.067529,ACCELYA,1882.58,87
2025-07-13T13:54:29.129654,BCLIND,1565.37,52
2025-07-13T13:54:29.191105,BHARTIARTL,1234.52,12
2025-07-13T13:54:29.252862,DAMODARIND,1784.47,53
2025-07-13T13:54:29.315263,CHAMBLFERT,1152.85,69
2025-07-13T13:54:29.377696,BGRENERGY,1475.4,91
2025-07-13T13:54:29.439533,DCMNVL,1301.77,95
2025-07-13T13:54:29.501654,AWFIS,1432.77,5
2025-07-13T13:54:29.563721,BLUECOAST,1798.63,50
2025-07-13T13:54:29.625529,BEML,1279.41,51
2025-07-13T13:54:29.688040,AFFORDABLE,1522.39,87
2025-07-13T13:54:29.750842,BHARATRAS,1053.61,3
2025-07-13T13:54:29.813417,BANCOINDIA,1843.47,59
2025-07-13T13:54:29.875335,CHEMFAB,1787.2,83
2025-07-13T13:54:29.937798,DHANUKA,1810.31,97
2025-07-13T13:54:30.000696,BHARATWIRE,1245.8,99
2025-07-13T13:54:30.063825,BHARATSE,1012.45,57
2025-07-13T13:54:30.125186,BLUECOAST,1798.3,37
2025-07-13T13:54:30.187445,BGRENERGY,1475.11,81
2025-07-13T13:54:30.250056,ARSHIYA,1175.3,27
2025-07-13T13:54:30.312484,DEEPINDS,1440.46,19
2025-07-13T13:54:30.375089,ADVANIHOTR,1553.78,76
2025-07-13T13:54:30.437157,BALPHARMA,1671.59,59
2025-07-13T13:54:30.499321,ADOR,1018.77,51
2025-07-13T13:54:30.561571,ABINFRA,1537.67,41
2025-07-13T13:54:30.624381,DHUNINV,1644.81,2
2025-07-13T13:54:30.686273,ADOR,1018.32,63
2025-07-13T13:54:30.747907,ANGELONE,1725.56,97
2025-07-13T13:54:30.809214,CYIENTDLM,1360.8,87
2025-07-13T13:54:30.870870,ASTEC,1482.67,73
2025-07-13T13:54:30.932895,BLUSPRING,1648.05,14
2025-07-13T13:54:30.994376,BLKASHYAP,1872.82,33
2025-07-13T13:54:31.056267,DCMNVL,1301.81,25
2025-07-13T13:54:31.119460,AMBER,1401.14,7
2025-07-13T13:54:31.181599,DENORA,1772.98,34
2025-07-13T13:54:31.244662,CIEINDIA,1264.45,9
2025-07-13T13:54:31.306260,AVANTEL,1465.69,7
2025-07-13T13:54:31.368747,DJML,1071.83,38
2025-07-13T13:54:31.430425,ANANTRAJ,1455.89,31
2025-07-13T13:54:31.492136,AJANTPHARM,1618.36,4
2025-07-13T13:54:31.554720,ATALREAL,1280.74,29
2025-07-13T13:54:31.616626,3IINFOLTD,1908.37,28
2025-07-13T13:54:31.678804,AMBER,1401.34,70
2025-07-13T13:54:31.740413,COMPINFO,1379.18,5
2025-07-13T13:54:31.801913,BAJAJELEC,1281.24,8
2025-07-13T13:54:31.865013,CURAA,1093.64,99
2025-07-13T13:54:31.929967,BHARATWIRE,1245.79,50
2025-07-13T13:54:31.988213,BAFNAPH,1464.7,65
2025-07-13T13:54:32.051203,CGPOWER,1836.31,90
2025-07-13T13:54:32.112914,AIIL,1346.53,18
2025-07-13T13:54:32.175591,CYIENTDLM,1361.04,59
2025-07-13T13:54:32.238892,CUB,1037.11,77
2025-07-13T13:54:32.301284,DBEIL,1630.85,11
2025-07-13T13:54:32.363717,AMDIND,1719.1,51
2025-07-13T13:54:32.425920,BANKINDIA,1660.25,18
2025-07-13T13:54:32.488141,CRISIL,1305.19,53
2025-07-13T13:54:32.550098,DEEDEV,1320.19,5
2025-07-13T13:54:32.611824,ASHIANA,1079.62,1
2025-07-13T13:54:32.673346,DHRUV,1478.28,86
2025-07-13T13:54:32.734911,ALKALI,1375.56,50
2025-07-13T13:54:32.797354,3IINFOLTD,1908.75,35
2025-07-13T13:54:32.859945,DBREALTY,1419.81,82
2025-07-13T13:54:32.922091,BEDMUTHA,1060.91,53
2025-07-13T13:54:32.985575,DCXINDIA,1391.4,17
2025-07-13T13:54:33.048012,BLAL,1992.12,15
2025-07-13T13:54:33.111383,AHLEAST,1256.89,15
2025-07-13T13:54:33.174456,CHEVIOT,1618.34,8
2025-07-13T13:54:33.236303,CTE,1043.8,12
2025-07-13T13:54:33.298586,CINELINE,1467.49,23
2025-07-13T13:54:33.360588,AMBICAAGAR,1286.04,22
2025-07-13T13:54:33.421745,ATULAUTO,1807.52,33
2025-07-13T13:54:33.484475,3MINDIA,1307.44,40
2025-07-13T13:54:33.547311,ASIANTILES,1994.73,70
2025-07-13T13:54:33.609066,ACLGATI,1460.15,29
2025-07-13T13:54:33.671913,BARBEQUE,1334.2,55
2025-07-13T13:54:33.733948,COSMOFIRST,1552.51,61
2025-07-13T13:54:33.795352,CHOLAFIN,1217.94,31
2025-07-13T13:54:33.857502,BANSALWIRE,1804.81,64
2025-07-13T13:54:33.920695,ALIVUS,1816.13,31
2025-07-13T13:54:33.982005,BLACKBUCK,1226.59,18
2025-07-13T13:54:34.044265,AVL,1993.75,28
2025-07-13T13:54:34.105887,ATLANTAA,1332.54,55
2025-07-13T13:54:34.166558,AARTIIND,1912.64,40
2025-07-13T13:54:34.228243,DENORA,1772.79,48
2025-07-13T13:54:34.291038,BALAMINES,1658.16,4
2025-07-13T13:54:34.353008,DODLA,1474.42,30
2025-07-13T13:54:34.415039,CYIENTDLM,1361.46,66
2025-07-13T13:54:34.477177,AIAENG,1781.31,56
2025-07-13T13:54:34.539842,ABLBL,1966.48,24
2025-07-13T13:54:34.601967,DCMSHRIRAM,1484.38,40
2025-07-13T13:54:34.664334,AARON,1693.83,76
2025-07-13T13:54:34.725682,DBREALTY,1420.16,16
2025-07-13T13:54:34.787679,CTE,1043.56,30
2025-07-13T13:54:34.849924,DAMCAPITAL,1917.49,2
2025-07-13T13:54:34.912428,ASTRAL,1398.8,17
2025-07-13T13:54:34.975037,BOSCHLTD,1653.24,35
2025-07-13T13:54:35.038752,BANSWRAS,1116.47,26
2025-07-13T13:54:35.100923,DEEPINDS,1440.1,8
2025-07-13T13:54:35.163329,AMBICAAGAR,1286.39,52
2025-07-13T13:54:35.225099,DAMODARIND,1784.64,65
2025-07-13T13:54:35.287339,BLUESTARCO,1521.32,83
2025-07-13T13:54:35.349794,CERA,1362.47,30
2025-07-13T13:54:35.411338,BCLIND,1565.85,95
2025-07-13T13:54:35.472923,AGI,1351.97,29
2025-07-13T13:54:35.534969,BATAINDIA,1856.4,15
2025-07-13T13:54:35.596780,AARTIDRUGS,1523.04,27
2025-07-13T13:54:35.659424,3MINDIA,1307.07,75
2025-07-13T13:54:35.720916,AYMSYNTEX,1745.27,90
2025-07-13T13:54:35.782711,CANBK,1780.98,82
2025-07-13T13:54:35.845050,CARRARO,1569.78,23
2025-07-13T13:54:35.906867,DIGJAMLMTD,1368.06,87
2025-07-13T13:54:35.970018,ATUL,1549.77,38
2025-07-13T13:54:36.031047,ALKALI,1375.4,10
2025-07-13T13:54:36.092361,CIPLA,1627.5,68
2025-07-13T13:54:36.155428,ANUHPHR,1425.68,7
2025-07-13T13:54:36.217500,DABUR,1951.48,92
2025-07-13T13:54:36.280752,BFUTILITIE,1559.92,85
2025-07-13T13:54:36.343585,AFSL,1228.84,10
2025-07-13T13:54:36.405960,ANIKINDS,1730.73,86
2025-07-13T13:54:36.468033,APTUS,1709.79,67
2025-07-13T13:54:36.530597,AJAXENGG,1214.07,76
2025-07-13T13:54:36.594240,BEPL,1783.03,98
2025-07-13T13:54:36.654459,AXISCADES,1144.13,60
2025-07-13T13:54:36.716463,CEATLTD,1099.97,26
2025-07-13T13:54:36.777965,3IINFOLTD,1908.36,79
2025-07-13T13:54:36.840233,DELTACORP,1093.44,11
2025-07-13T13:54:36.902504,BIOCON,1458.04,97
2025-07-13T13:54:36.964183,AZAD,1348.77,58
2025-07-13T13:54:37.026955,ARTNIRMAN,1365.22,39
2025-07-13T13:54:37.088925,DCMNVL,1301.63,9
2025-07-13T13:54:37.152189,AMBUJACEM,1816.01,93
2025-07-13T13:54:37.213774,BORORENEW,1640.37,8
2025-07-13T13:54:37.276232,BHARATGEAR,1575.44,73
2025-07-13T13:54:37.338462,BLACKBUCK,1226.16,73
2025-07-13T13:54:37.399671,BINANIIND,1577.19,34
2025-07-13T13:54:37.461301,ABSLAMC,1444.06,29
2025-07-13T13:54:37.523752,AARTISURF,1540.43,51
2025-07-13T13:54:37.585311,ASIANENE,1774.35,26
2025-07-13T13:54:37.647625,COSMOFIRST,1552.23,31
2025-07-13T13:54:37.708985,AVANTEL,1466.13,59
2025-07-13T13:54:37.771725,AURUM,1738.58,50
2025-07-13T13:54:37.833568,DEEPINDS,1440.27,26
2025-07-13T13:54:37.896420,ALKEM,1676.63,9
2025-07-13T13:54:37.959222,ANANDRATHI,1434.86,18
2025-07-13T13:54:38.021726,AUROPHARMA,1546.65,51
2025-07-13T13:54:38.082971,ANUHPHR,1425.5,54
2025-07-13T13:54:38.146292,ARISINFRA,1415.13,60
2025-07-13T13:54:38.208859,ASTRAZEN,1766.49,95
2025-07-13T13:54:38.271258,BANARBEADS,1292.73,52
2025-07-13T13:54:38.332330,BSL,1591.13,83
2025-07-13T13:54:38.394820,ATUL,1549.98,48
2025-07-13T13:54:38.457823,BBOX,1028.44,15
2025-07-13T13:54:38.518639,DIGITIDE,1347.19,82
2025-07-13T13:54:38.580770,BSE,1546.35,61
2025-07-13T13:54:38.642598,CENTUM,1694.71,27
2025-07-13T13:54:38.705283,BAJEL,1224.06,35
2025-07-13T13:54:38.767111,AVANTEL,1465.82,22
2025-07-13T13:54:38.828666,ADSL,1003.21,71
2025-07-13T13:54:38.890651,AUROPHARMA,1546.26,56
2025-07-13T13:54:38.952835,DNAMEDIA,1121.5,28
2025-07-13T13:54:39.014832,CGCL,1663.84,73
2025-07-13T13:54:39.077123,AEGISLOG,1127.82,48
2025-07-13T13:54:39.139353,3IINFOLTD,1908.8,59
2025-07-13T13:54:39.201056,AARTECH,1963.11,82
2025-07-13T13:54:39.262219,BANKA,1346.47,12
2025-07-13T13:54:39.323935,BALKRISIND,1937.41,77
2025-07-13T13:54:39.386010,ATGL,1641.95,45
2025-07-13T13:54:39.448588,ADANIGREEN,1993.29,78
2025-07-13T13:54:39.510182,CEIGALL,1898.26,20
2025-07-13T13:54:39.571882,DEVIT,1631.45,10
2025-07-13T13:54:39.633777,ARIES,1851.4,61
2025-07-13T13:54:39.695638,ASHAPURMIN,1515.05,69
2025-07-13T13:54:39.757795,AGARIND,1005.59,6
2025-07-13T13:54:39.818744,ALBERTDAVD,1032.19,97
2025-07-13T13:54:39.880552,ALICON,1915.21,75
2025-07-13T13:54:39.941605,ASMS,1782.12,50
2025-07-13T13:54:40.003934,DIACABS,1907.73,88
2025-07-13T13:54:40.066716,BPL,1821.26,23
2025-07-13T13:54:40.129360,AGI,1352.22,5
2025-07-13T13:54:40.191590,DAVANGERE,1574.49,91
2025-07-13T13:54:40.252861,ANANDRATHI,1435.19,8
2025-07-13T13:54:40.314540,DEEDEV,1320.63,88
2025-07-13T13:54:40.375728,ASAHIINDIA,1315.31,5
2025-07-13T13:54:40.437807,ANANTRAJ,1456.34,35
2025-07-13T13:54:40.499810,BALAJEE,1290.6,77
2025-07-13T13:54:40.561883,ADVANIHOTR,1554.06,53
2025-07-13T13:54:40.623701,CHOLAHLDNG,1832.49,71
2025-07-13T13:54:40.685020,AARVI,1382.74,5
2025-07-13T13:54:40.748622,CHEMCON,1290.26,30
2025-07-13T13:54:40.810177,CANFINHOME,1306.81,79
2025-07-13T13:54:40.873162,DENTA,1951.33,3
2025-07-13T13:54:40.934615,BAJAJHLDNG,1061.31,62
2025-07-13T13:54:40.996580,CYIENT,1923.82,55
2025-07-13T13:54:41.057997,BCONCEPTS,1512.24,57
2025-07-13T13:54:41.121291,ALPA,1465.06,33
2025-07-13T13:54:41.183672,ARSSINFRA,1354.86,88
2025-07-13T13:54:41.245796,BHAGERIA,1126.75,34
2025-07-13T13:54:41.308366,ACL,1885.66,78
2025-07-13T13:54:41.369512,BEPL,1782.78,79
2025-07-13T13:54:41.431222,COMPINFO,1379.4,88
2025-07-13T13:54:41.493256,APTUS,1710.16,12
2025-07-13T13:54:41.555307,DEVYANI,1895.87,69
2025-07-13T13:54:41.617131,CARYSIL,1637.32,17
2025-07-13T13:54:41.679041,ASTEC-RE,1269.84,61
2025-07-13T13:54:41.740783,ABLBL,1966.49,14
2025-07-13T13:54:41.802646,BSOFT,1934.57,62
2025-07-13T13:54:41.864065,AGIIL,1920.99,80
2025-07-13T13:54:41.925735,DLF,1626.89,38
2025-07-13T13:54:41.987417,CONSOFINVT,1361.43,73
2025-07-13T13:54:42.049096,ADL,1733.16,73
2025-07-13T13:54:42.111583,CURAA,1094.12,50
2025-07-13T13:54:42.172112,BAJFINANCE,1985.59,65
2025-07-13T13:54:42.234270,AURUM,1738.77,95
2025-07-13T13:54:42.295845,APOLLOHOSP,1601.44,21
2025-07-13T13:54:42.358111,AJAXENGG,1213.84,29
2025-07-13T13:54:42.420541,ASTRAMICRO,1903.7,20
2025-07-13T13:54:42.482216,DCI,1144.55,28
2025-07-13T13:54:42.544033,CYBERTECH,1473.71,93
2025-07-13T13:54:42.605434,CREATIVE,1047.15,100
2025-07-13T13:54:42.667473,DISHTV,1844.5,64
2025-07-13T13:54:42.728972,DMCC,1095.88,12
2025-07-13T13:54:42.791166,ACL,1885.93,44
2025-07-13T13:54:42.852465,AARTIDRUGS,1523.52,35
2025-07-13T13:54:42.915303,CELEBRITY,1585.78,82
2025-07-13T13:54:42.977308,AUBANK,1048.81,77
2025-07-13T13:54:43.039628,ADVENZYMES,1003.78,89
2025-07-13T13:54:43.101892,BIOCON,1457.71,7
2025-07-13T13:54:43.165090,ALEMBICLTD,1715.88,46
2025-07-13T13:54:43.228190,ALICON,1914.98,85
2025-07-13T13:54:43.290332,DLF,1627.09,44
2025-07-13T13:54:43.352435,CYBERTECH,1473.91,11
2025-07-13T13:54:43.415340,AADHARHFC,1905.86,4
2025-07-13T13:54:43.477073,AAREYDRUGS,1571.73,94
2025-07-13T13:54:43.540096,AARVEEDEN,1292.64,22
2025-07-13T13:54:43.603392,AKI,1075.34,89
2025-07-13T13:54:43.664593,DDEVPLSTIK,1190.97,79
2025-07-13T13:54:43.727083,BLS,1295.87,98
2025-07-13T13:54:43.788775,BLKASHYAP,1873.18,85
2025-07-13T13:54:43.850895,CHEVIOT,1618.46,26
2025-07-13T13:54:43.913164,CHOICEIN,1989.13,36
2025-07-13T13:54:43.976335,DATAPATTNS,1757.21,88
2025-07-13T13:54:44.038739,ALBERTDAVD,1031.83,7
2025-07-13T13:54:44.100727,DEN,1910.24,46
2025-07-13T13:54:44.162359,ARSHIYA,1175.68,60
2025-07-13T13:54:44.225755,A2ZINFRA,1967.74,91
2025-07-13T13:54:44.288002,ASHIANA,1079.35,12
2025-07-13T13:54:44.350805,AMBER,1401.51,39
2025-07-13T13:54:44.413753,ARVIND,1771.83,53
2025-07-13T13:54:44.476748,BAJAJ-AUTO,1102.35,83
2025-07-13T13:54:44.540505,DCM,1496.13,100
2025-07-13T13:54:44.603203,CEIGALL,1898.75,6
2025-07-13T13:54:44.665317,BLS,1295.55,55
2025-07-13T13:54:44.727944,ABBOTINDIA,1268.32,63
2025-07-13T13:54:44.790924,BAYERCROP,1425.04,94
2025-07-13T13:54:44.853354,BIRLACORPN,1374.22,2
2025-07-13T13:54:44.915200,CGPOWER,1836.72,9
2025-07-13T13:54:44.976023,DALBHARAT,1386.02,99
2025-07-13T13:54:45.038356,DECCANCE,1548.28,76
2025-07-13T13:54:45.099918,CRAFTSMAN,1109.21,81
2025-07-13T13:54:45.162718,AKZOINDIA,1085.99,34
2025-07-13T13:54:45.224460,CSLFINANCE,1972.49,71
2025-07-13T13:54:45.287306,DCMNVL,1302.05,61
2025-07-13T13:54:45.349275,CONSOFINVT,1360.97,96
2025-07-13T13:54:45.412920,AARON,1693.61,33
2025-07-13T13:54:45.475818,DBL,1293.18,59
2025-07-13T13:54:45.538648,BASML,1707.27,10
2025-07-13T13:54:45.601921,CENTUM,1695.03,91
2025-07-13T13:54:45.663038,AVL,1993.47,22
2025-07-13T13:54:45.724746,DCM,1496.45,70
2025-07-13T13:54:45.788899,20MICRONS,1065.04,17
2025-07-13T13:54:45.851245,CIPLA,1627.23,83
2025-07-13T13:54:45.914387,ALANKIT,1740.93,29
2025-07-13T13:54:45.977842,DHAMPURSUG,1062.62,35
2025-07-13T13:54:46.040616,ANGELONE,1725.74,98
2025-07-13T13:54:46.103639,ARIHANTSUP,1960.42,97
2025-07-13T13:54:46.167403,AUTOIND,1476.69,32
2025-07-13T13:54:46.230174,ASALCBR,1558.46,51
2025-07-13T13:54:46.291839,ARROWGREEN,1429.91,62
2025-07-13T13:54:46.355045,BHEL,1034.97,55
2025-07-13T13:54:46.417636,CGCL,1663.34,83
2025-07-13T13:54:46.479468,BBOX,1028.3,100
2025-07-13T13:54:46.542796,ARIHANTSUP,1960.54,45
2025-07-13T13:54:46.605959,AFSL,1228.53,9
2025-07-13T13:54:46.669047,BRITANNIA,1170.0,59
2025-07-13T13:54:46.730744,BHARATWIRE,1245.35,15
2025-07-13T13:54:46.792459,AGSTRA,1680.96,36
2025-07-13T13:54:46.855337,BLKASHYAP,1873.63,87
2025-07-13T13:54:46.919086,DENTA,1951.36,18
2025-07-13T13:54:46.981562,CALSOFT,1339.16,54
2025-07-13T13:54:47.042823,DJML,1072.07,66
2025-07-13T13:54:47.104999,CINELINE,1467.29,36
2025-07-13T13:54:47.167716,DENORA,1773.29,36
2025-07-13T13:54:47.230191,ADVENZYMES,1003.87,60
2025-07-13T13:54:47.293283,COUNCODOS,1708.33,53
2025-07-13T13:54:47.356386,20MICRONS,1064.76,60
2025-07-13T13:54:47.418916,AMDIND,1719.26,87
2025-07-13T13:54:47.480555,ARCHIES,1708.52,54
2025-07-13T13:54:47.543079,ASHIMASYN,1218.37,74
2025-07-13T13:54:47.605208,BCONCEPTS,1512.4,80
2025-07-13T13:54:47.667692,BANG,1632.19,1
2025-07-13T13:54:47.730573,5PAISA,1943.21,45
2025-07-13T13:54:47.791423,APOLLOHOSP,1601.44,39
2025-07-13T13:54:47.853834,CASTROLIND,1656.38,92
2025-07-13T13:54:47.916132,DIL,1309.95,62
2025-07-13T13:54:47.978979,ABINFRA,1537.4,56
2025-07-13T13:54:48.041619,DCI,1144.63,97
2025-07-13T13:54:48.103634,DCMNVL,1302.1,80
2025-07-13T13:54:48.165254,ASALCBR,1558.1,64
2025-07-13T13:54:48.227595,BLISSGVS,1961.3,99
2025-07-13T13:54:48.289191,ANMOL,1164.42,11
2025-07-13T13:54:48.351154,COROMANDEL,1434.71,56
2025-07-13T13:54:48.413328,ABDL,1316.14,50
2025-07-13T13:54:48.474562,BALPHARMA,1671.44,60
2025-07-13T13:54:48.536109,DCI,1144.93,13
2025-07-13T13:54:48.599016,BLBLIMITED,1291.73,9
2025-07-13T13:54:48.662000,APOLSINHOT,1436.88,9
2025-07-13T13:54:48.722804,DBSTOCKBRO,1385.2,31
2025-07-13T13:54:48.784925,ANUHPHR,1425.63,4
2025-07-13T13:54:48.846634,DIGITIDE,1347.54,86
2025-07-13T13:54:48.908715,AARTISURF,1540.31,94
2025-07-13T13:54:48.971250,AKG,1311.16,41
2025-07-13T13:54:49.033927,DEEPAKNTR,1977.79,32
2025-07-13T13:54:49.094870,CHOLAFIN,1218.16,17
2025-07-13T13:54:49.157105,ADANIGREEN,1993.57,71
2025-07-13T13:54:49.219510,ANKITMETAL,1789.13,17
2025-07-13T13:54:49.280842,DMART,1613.17,82
2025-07-13T13:54:49.342602,BLISSGVS,1961.46,54
2025-07-13T13:54:49.405064,BIKAJI,1003.1,19
2025-07-13T13:54:49.467300,5PAISA,1943.56,87
2025-07-13T13:54:49.530208,BAJAJCON,1465.55,9
2025-07-13T13:54:49.593663,ALOKINDS,1707.5,19
2025-07-13T13:54:49.654998,BASF,1446.43,55
2025-07-13T13:54:49.716562,ABINFRA,1537.24,26
2025-07-13T13:54:49.778602,CONTROLPR,1360.06,2
2025-07-13T13:54:49.842808,ARENTERP,1050.63,47
2025-07-13T13:54:49.904038,AEGISLOG,1127.64,62
2025-07-13T13:54:49.965782,CONCOR,1361.92,29
2025-07-13T13:54:50.027550,ATAM,1856.13,79
2025-07-13T13:54:50.089273,AEGISLOG,1127.84,84
2025-07-13T13:54:50.152523,AIROLAM,1635.09,85
2025-07-13T13:54:50.214372,DEEPAKNTR,1977.31,27
2025-07-13T13:54:50.276183,AMBICAAGAR,1286.67,95
2025-07-13T13:54:50.338855,BHARATSE,1012.48,80
2025-07-13T13:54:50.399535,CANFINHOME,1306.79,70
2025-07-13T13:54:50.460399,AJAXENGG,1214.14,36
2025-07-13T13:54:50.521466,CEATLTD,1099.73,33
2025-07-13T13:54:50.583651,DNAMEDIA,1121.79,27
2025-07-13T13:54:50.644824,AETHER,1767.25,35
2025-07-13T13:54:50.706329,DATAMATICS,1719.85,7
2025-07-13T13:54:50.768473,AMNPLST,1761.12,12
2025-07-13T13:54:50.830533,ARE&M,1630.79,3
2025-07-13T13:54:50.892543,AAKASH,1463.95,40
2025-07-13T13:54:50.954956,BEPL,1782.32,63
2025-07-13T13:54:51.016538,AFFLE,1892.04,83
2025-07-13T13:54:51.077935,CSLFINANCE,1972.55,33
2025-07-13T13:54:51.140835,AMBIKCO,1113.81,94
2025-07-13T13:54:51.201772,BOROSCI,1036.96,17
2025-07-13T13:54:51.263487,ARE&M,1630.69,87
2025-07-13T13:54:51.326169,CINEVISTA,1095.27,51
2025-07-13T13:54:51.388961,ASIANTILES,1994.75,52
2025-07-13T13:54:51.450095,ALPHAGEO,1628.0,99
2025-07-13T13:54:51.512198,DICIND,1279.48,10
2025-07-13T13:54:51.574289,CRAFTSMAN,1108.82,92
2025-07-13T13:54:51.638301,CYIENTDLM,1361.24,12
2025-07-13T13:54:51.700184,BORORENEW,1639.91,88
2025-07-13T13:54:51.762005,AARVEEDEN,1293.12,12
2025-07-13T13:54:51.827123,DIAMONDYD,1165.59,87
2025-07-13T13:54:51.890733,DATAPATTNS,1757.11,59
2025-07-13T13:54:51.948331,DENTA,1951.54,40
2025-07-13T13:54:52.010451,CROMPTON,1520.37,75
2025-07-13T13:54:52.072949,BANKBARODA,1695.35,77
2025-07-13T13:54:52.134737,BIRLACORPN,1374.04,66
2025-07-13T13:54:52.196502,APOLSINHOT,1436.74,37
2025-07-13T13:54:52.258632,AVTNPL,1075.06,63
2025-07-13T13:54:52.321099,AFFLE,1892.1,6
2025-07-13T13:54:52.382876,BHAGCHEM,1104.43,97
2025-07-13T13:54:52.444873,DHANUKA,1810.56,67
2025-07-13T13:54:52.507453,AKSHAR,1161.68,44
2025-07-13T13:54:52.569575,BOMDYEING,1722.93,65
2025-07-13T13:54:52.632697,CAPLIPOINT,1100.66,90
2025-07-13T13:54:52.694039,BLUEJET,1616.04,98
2025-07-13T13:54:52.755261,DIGJAMLMTD,1367.63,97
2025-07-13T13:54:52.816881,ADANIPOWER,1717.27,49
2025-07-13T13:54:52.879239,BHARATFORG,1851.94,91
2025-07-13T13:54:52.941039,ATGL,1641.85,77
2025-07-13T13:54:53.001923,BANARISUG,1246.19,60
2025-07-13T13:54:53.064128,BIL,1780.72,43
2025-07-13T13:54:53.126634,BBTC,1308.65,87
2025-07-13T13:54:53.187791,AFFORDABLE,1521.93,75
2025-07-13T13:54:53.250155,CESC,1467.06,6
2025-07-13T13:54:53.312722,BANCOINDIA,1843.66,64
2025-07-13T13:54:53.374618,COMPUSOFT,1528.32,80
2025-07-13T13:54:53.437779,DHARMAJ,1270.02,16
2025-07-13T13:54:53.499474,DMART,1613.37,93
2025-07-13T13:54:53.560756,COLPAL,1308.73,73
2025-07-13T13:54:53.622549,CYIENTDLM,1361.51,62
2025-07-13T13:54:53.685087,BDL,1775.87,12
